Name,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,OverTime,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked,Education,DistanceFromHome,BusinessTravel,TrainingTimesLastYear,TasksCompletedLastMonth,TasksCompletedNextMonth
Brandon Bailey MD,57,Female,Sales,Sales Executive,18321,2,14,Yes,2,4,1,4,22,Travel_Frequently,4,24,26
Shannon Rivera,28,Male,Sales,Analyst,18361,2,9,No,2,3,9,4,25,Travel_Rarely,2,43,40
Donna Landry,25,Male,Sales,Manager,9818,11,2,Yes,2,2,9,4,19,Travel_Rarely,0,28,24
Krista Gibson,34,Other,Sales,Developer,7388,2,2,Yes,4,3,6,4,18,Travel_Rarely,5,38,40
Frank Cordova,59,Other,R&D,Analyst,19046,21,4,Yes,3,3,4,1,3,Travel_Frequently,0,23,26
Jose Travis,42,Other,Sales,Sales Executive,3587,2,14,Yes,3,4,4,4,28,Non-Travel,4,41,43
Kimberly Gutierrez,49,Male,HR,Developer,18551,29,8,No,4,4,5,1,29,Travel_Rarely,6,26,26
Isaiah Avila,35,Male,R&D,Developer,14823,27,6,Yes,4,4,1,1,25,Non-Travel,3,15,20
Olivia Harris,36,Other,HR,Sales Executive,18179,15,13,Yes,4,2,2,3,19,Non-Travel,2,42,37
Tanya Kim,30,Female,HR,Manager,19100,8,3,Yes,2,1,6,4,5,Travel_Frequently,5,16,13
Barbara Dudley,32,Male,HR,Developer,12055,19,1,No,4,1,7,3,15,Travel_Frequently,2,31,29
Cynthia Moore,50,Female,R&D,Sales Executive,6525,24,3,No,4,3,1,1,13,Travel_Rarely,4,32,37
Kristen Davis,57,Male,HR,Sales Executive,17077,26,9,Yes,2,4,3,5,7,Non-Travel,5,18,20
Susan Murray MD,48,Other,Sales,Analyst,8035,3,3,No,4,4,8,5,5,Travel_Rarely,1,18,19
Kathleen Moran,27,Female,R&D,Analyst,11788,3,7,No,4,2,8,2,13,Non-Travel,6,32,28
Denise Davenport,54,Male,HR,Developer,3819,30,8,Yes,1,1,7,1,12,Travel_Frequently,4,46,41
Mrs. Kristen Reyes,43,Other,HR,Sales Executive,17961,1,4,Yes,3,2,5,2,24,Travel_Frequently,1,26,24
Katie Suarez,48,Male,HR,Analyst,6354,29,9,Yes,4,2,4,4,10,Travel_Frequently,0,18,21
Desiree Tyler,27,Female,R&D,Developer,8008,28,7,No,2,1,6,5,27,Travel_Rarely,1,44,44
Timothy Romero,25,Other,Sales,Sales Executive,18760,28,14,No,4,4,1,1,2,Travel_Frequently,6,46,50
Diane Evans,56,Female,HR,Analyst,19564,13,1,Yes,2,3,8,2,4,Non-Travel,6,48,46
Yvonne Burns,29,Male,HR,Analyst,15777,24,0,Yes,2,1,5,1,3,Travel_Rarely,2,36,31
Joshua Reed,35,Other,Sales,Manager,9491,26,13,No,3,2,8,1,25,Travel_Frequently,1,31,34
Kimberly Gibson,35,Female,Sales,Sales Executive,8549,15,7,Yes,3,1,3,1,11,Non-Travel,6,36,40
Colin Terry,40,Other,Sales,Sales Executive,4343,5,0,Yes,4,1,0,1,20,Travel_Frequently,5,26,26
Cynthia Rowe,37,Other,R&D,Manager,7861,21,4,Yes,1,1,8,1,12,Travel_Rarely,4,41,36
Patrick Thornton,29,Female,R&D,Sales Executive,12412,19,11,Yes,3,4,0,1,9,Non-Travel,4,42,38
Jasmin Alvarado,30,Other,HR,Sales Executive,17283,25,6,Yes,4,2,5,3,5,Travel_Rarely,6,30,35
Veronica Simpson,56,Other,R&D,Developer,19020,24,7,No,3,4,6,5,21,Travel_Rarely,2,36,34
Jonathan Lawrence,36,Female,R&D,Manager,4104,14,13,No,1,2,4,4,7,Travel_Rarely,5,32,28
Shelly Alexander,50,Female,Sales,Analyst,4043,22,4,No,1,4,0,1,10,Travel_Rarely,0,24,26
Joyce Bowen,59,Other,HR,Analyst,5462,16,7,Yes,3,1,7,1,24,Travel_Rarely,5,41,46
Matthew Moore,35,Female,HR,Analyst,16716,4,6,Yes,4,3,5,5,8,Travel_Frequently,1,33,32
Wayne Morgan,58,Male,Sales,Sales Executive,9598,27,4,Yes,1,1,4,4,1,Travel_Frequently,6,43,48
Marie Christian,26,Male,HR,Analyst,8875,16,8,No,4,4,1,4,25,Non-Travel,6,39,40
Shannon James,59,Male,Sales,Developer,5616,18,5,Yes,2,3,0,3,22,Travel_Frequently,1,47,48
Nathan Malone,22,Other,Sales,Developer,8746,30,5,No,3,4,4,5,30,Non-Travel,6,34,29
Amanda Jones,26,Other,HR,Analyst,9948,20,12,Yes,4,2,3,5,15,Travel_Frequently,2,40,36
Tammie Bright,58,Female,R&D,Analyst,7994,29,10,Yes,3,3,5,2,4,Travel_Rarely,1,48,53
Jessica Garcia,30,Female,R&D,Sales Executive,9471,20,8,No,4,4,3,5,2,Non-Travel,4,23,28
Shelia Wallace,37,Male,HR,Manager,9083,10,1,Yes,1,4,5,2,21,Non-Travel,6,32,37
Stephanie Williams,44,Male,R&D,Sales Executive,15953,10,14,No,1,2,2,1,7,Travel_Rarely,6,28,33
Elaine Brooks,49,Female,HR,Manager,11230,16,12,Yes,1,1,3,2,9,Travel_Frequently,3,42,41
Joseph Knight,36,Female,Sales,Analyst,7697,2,2,No,4,4,5,2,1,Travel_Frequently,6,37,32
Carolyn Miller,46,Other,Sales,Manager,16820,30,7,Yes,3,2,5,5,15,Travel_Frequently,0,33,35
Lisa Allen,59,Other,R&D,Sales Executive,5076,24,6,No,1,3,9,4,22,Non-Travel,5,45,45
Briana Murray,32,Male,HR,Analyst,3640,14,2,Yes,4,3,6,2,23,Non-Travel,5,39,42
David Smith,54,Male,Sales,Analyst,5006,30,14,No,3,2,1,3,8,Travel_Rarely,5,43,41
Stephanie Byrd,33,Male,Sales,Developer,17133,9,12,Yes,2,1,7,4,1,Non-Travel,6,45,45
Jeremy Reed,42,Other,R&D,Manager,3688,30,8,No,4,1,6,3,24,Travel_Rarely,2,19,22
Margaret Coleman,41,Female,R&D,Manager,19832,17,11,Yes,2,1,7,2,1,Non-Travel,3,34,32
Ryan Gonzalez,51,Other,HR,Sales Executive,18010,23,12,Yes,3,2,8,1,15,Travel_Frequently,6,27,31
John Young,29,Other,Sales,Analyst,13600,2,14,No,1,3,6,4,22,Non-Travel,0,15,18
Laura Haney,52,Female,HR,Developer,13800,15,9,No,4,2,0,4,16,Travel_Rarely,2,20,21
William Barrett,24,Male,HR,Analyst,11803,2,10,Yes,1,4,5,3,28,Travel_Rarely,2,31,28
Keith Jennings,40,Male,R&D,Manager,11566,18,10,No,1,4,4,2,25,Travel_Frequently,1,29,29
Amber Obrien,33,Other,Sales,Sales Executive,4993,22,2,No,4,3,0,4,10,Non-Travel,1,42,40
Tanner Mitchell DDS,35,Other,R&D,Sales Executive,15245,11,12,Yes,3,3,1,4,30,Travel_Frequently,0,31,31
Heather Fields,42,Other,Sales,Analyst,11487,9,6,Yes,2,4,5,5,21,Travel_Rarely,5,28,26
Megan Le,49,Other,Sales,Sales Executive,9910,8,11,Yes,4,1,8,1,16,Non-Travel,3,17,20
Sara Fuller,47,Other,R&D,Developer,9093,13,14,No,1,4,3,1,1,Travel_Rarely,2,33,35
Maria Parker,44,Male,Sales,Manager,9922,7,1,Yes,3,1,0,3,10,Travel_Frequently,3,35,35
Kevin Oconnor,30,Male,Sales,Manager,11312,10,4,Yes,4,1,5,4,26,Travel_Rarely,3,32,35
Edward Burgess,43,Other,Sales,Analyst,9550,8,10,Yes,2,2,8,1,29,Travel_Frequently,4,22,24
Carlos Ryan,27,Other,Sales,Developer,9949,29,1,No,2,1,1,1,7,Travel_Frequently,2,40,41
Kiara Mcintyre,27,Other,HR,Sales Executive,19057,20,1,No,2,2,3,5,29,Non-Travel,1,15,10
Dawn Summers,23,Male,HR,Sales Executive,17825,27,11,No,4,4,1,5,25,Travel_Rarely,3,32,27
Dr. Paul Morgan,49,Female,HR,Analyst,9124,18,2,No,3,3,8,3,24,Travel_Frequently,5,21,18
Victor Taylor,37,Female,R&D,Analyst,17522,6,3,Yes,3,2,9,4,20,Non-Travel,6,39,38
Shannon Ramsey,37,Male,Sales,Developer,6234,5,8,Yes,4,4,1,1,26,Travel_Frequently,1,44,39
Tracy Ballard,48,Female,Sales,Developer,8186,23,7,Yes,3,4,5,3,7,Travel_Frequently,6,46,47
Richard Smith,47,Male,Sales,Sales Executive,16368,3,12,Yes,2,2,3,3,16,Travel_Frequently,6,34,30
Jordan Chambers,44,Female,HR,Manager,19570,6,7,Yes,1,1,7,3,21,Travel_Frequently,2,24,22
Lauren Carson,32,Male,R&D,Developer,3647,13,2,Yes,3,2,0,4,21,Travel_Frequently,5,45,49
Ashley Hall,28,Other,Sales,Developer,9035,22,13,No,2,2,0,3,4,Travel_Frequently,6,22,25
Stephen Hoffman,52,Other,Sales,Manager,7983,23,11,Yes,1,2,6,5,5,Travel_Frequently,0,15,17
Connie Brown,47,Female,Sales,Manager,13620,25,12,No,4,1,5,5,12,Travel_Frequently,2,33,33
Susan Turner,51,Female,Sales,Sales Executive,3559,24,0,Yes,4,2,9,1,15,Travel_Frequently,2,28,33
Charles Shah,30,Female,HR,Analyst,14457,26,5,No,1,2,3,1,13,Travel_Frequently,4,28,24
Johnathan Davis,53,Other,R&D,Manager,4801,10,5,No,1,1,1,3,29,Non-Travel,4,31,28
Brandy Chavez,43,Male,HR,Manager,7904,16,4,No,3,2,0,5,19,Non-Travel,1,24,29
Natalie Bautista,30,Male,R&D,Developer,15880,28,1,No,1,2,7,4,9,Travel_Rarely,0,32,27
Patrick Moore,40,Other,HR,Analyst,7539,3,11,Yes,2,4,9,4,8,Non-Travel,2,21,21
Brett Burns,55,Female,HR,Developer,3024,25,10,Yes,3,2,6,5,24,Travel_Rarely,4,33,38
Trevor Johnson,37,Female,HR,Analyst,11315,14,7,Yes,1,3,2,4,11,Travel_Frequently,3,20,23
Jeremy Sampson,28,Other,Sales,Manager,8759,11,3,No,3,3,2,4,2,Travel_Frequently,5,28,24
Ariana Jennings,49,Male,Sales,Manager,11209,9,14,Yes,3,1,6,1,9,Non-Travel,6,26,31
Vanessa Howard,53,Other,HR,Sales Executive,3874,13,14,No,3,3,3,3,30,Non-Travel,2,25,26
Colton Martinez,49,Male,HR,Sales Executive,19839,19,4,Yes,4,4,6,5,8,Non-Travel,2,42,41
Jordan Bates,39,Female,R&D,Developer,5790,12,1,No,4,1,1,1,10,Travel_Rarely,2,36,32
Linda Smith,49,Other,HR,Sales Executive,13910,24,13,No,3,4,8,3,23,Travel_Rarely,0,27,30
Dana Martinez,59,Female,R&D,Sales Executive,7118,26,12,Yes,3,3,0,5,16,Non-Travel,1,33,32
Andrea Hubbard,58,Other,R&D,Manager,15300,27,1,Yes,3,1,9,2,27,Travel_Frequently,6,47,44
Daniel Kane,25,Other,R&D,Sales Executive,17201,13,3,No,1,4,0,3,26,Travel_Rarely,5,17,17
Charles Lester,28,Male,HR,Developer,15536,6,12,No,3,4,1,4,19,Travel_Frequently,5,34,30
Scott Thomas,30,Female,R&D,Sales Executive,19313,11,4,Yes,4,2,5,5,12,Travel_Frequently,0,48,45
David Thompson,33,Other,R&D,Sales Executive,3637,21,4,No,1,3,8,1,26,Non-Travel,1,49,46
Allison Smith,57,Other,R&D,Analyst,9934,0,2,No,1,4,1,5,6,Non-Travel,0,31,36
Cynthia Morris,50,Male,Sales,Analyst,18199,14,4,No,2,4,3,4,20,Travel_Frequently,0,35,39
Anthony Harmon,34,Other,Sales,Developer,3293,8,7,Yes,1,2,9,2,27,Travel_Frequently,0,44,40
Nichole Alvarez,29,Other,HR,Sales Executive,15687,1,10,Yes,3,1,1,1,30,Non-Travel,3,41,41
Kayla Rodriguez,45,Other,HR,Manager,10514,11,0,Yes,4,2,9,1,12,Travel_Frequently,1,35,30
Theresa Williams,31,Other,HR,Analyst,13082,17,2,Yes,1,3,9,1,21,Travel_Rarely,4,25,24
Sharon Boyd,25,Other,HR,Sales Executive,14926,6,0,Yes,1,2,1,5,30,Travel_Frequently,1,33,32
Victor Brown,27,Female,HR,Sales Executive,3234,9,13,No,1,4,1,5,28,Non-Travel,1,40,42
James Parks,34,Other,Sales,Manager,5707,17,4,No,3,1,1,2,5,Non-Travel,2,23,28
Theodore Jones Jr.,23,Female,Sales,Developer,5632,27,11,No,2,3,1,5,23,Travel_Rarely,5,45,41
Ana Hill,52,Other,R&D,Analyst,16125,22,13,Yes,3,4,3,4,3,Travel_Frequently,2,38,41
Kimberly Nguyen,55,Female,Sales,Analyst,9322,11,14,Yes,1,2,3,3,13,Travel_Rarely,3,21,20
Kerry Chavez DDS,46,Other,R&D,Analyst,14410,12,0,No,2,2,6,5,3,Travel_Rarely,2,44,45
Michael Farrell,30,Other,HR,Sales Executive,10689,22,14,No,3,4,1,1,22,Travel_Frequently,2,38,41
Patricia Le,35,Male,Sales,Manager,11863,30,13,No,4,4,6,1,4,Travel_Frequently,5,43,47
Jesse Perez,37,Female,R&D,Manager,7341,24,11,No,4,3,9,4,29,Non-Travel,1,46,50
Jesse Perry,31,Female,R&D,Developer,6496,23,8,Yes,2,3,0,3,24,Travel_Rarely,5,17,21
Jeffery Ortega,51,Male,HR,Sales Executive,18553,2,10,No,2,3,6,2,23,Travel_Rarely,0,39,39
Christian Leblanc,57,Other,Sales,Sales Executive,5333,10,10,No,2,3,2,1,11,Non-Travel,3,37,35
Ronald Davis,44,Other,HR,Analyst,15657,26,12,Yes,1,3,3,5,29,Travel_Rarely,6,44,42
Parker Cain,22,Female,R&D,Sales Executive,5263,27,5,No,3,2,2,1,7,Non-Travel,0,24,24
Laurie Hoffman,52,Male,Sales,Sales Executive,17951,30,6,Yes,4,2,0,1,5,Travel_Frequently,6,17,13
Bryan Gomez,34,Male,HR,Manager,3822,14,8,No,4,3,2,4,27,Travel_Frequently,3,35,35
Nicole Parrish,25,Other,Sales,Analyst,7302,10,13,No,2,4,7,3,23,Travel_Rarely,2,24,29
Tracy Burke,26,Female,R&D,Sales Executive,19443,15,14,Yes,4,3,8,5,14,Non-Travel,5,29,26
Kenneth Lewis,47,Female,R&D,Manager,12357,15,2,No,2,2,1,3,8,Non-Travel,6,28,27
Courtney Rodriguez,22,Female,Sales,Developer,7480,6,4,Yes,4,3,3,5,7,Travel_Frequently,2,26,31
Holly Farmer,25,Other,HR,Analyst,9522,26,10,Yes,2,2,0,1,26,Travel_Frequently,2,48,48
Renee Bruce,25,Other,Sales,Developer,15724,15,11,Yes,3,1,0,2,14,Non-Travel,5,49,51
Sabrina Austin,24,Female,R&D,Manager,17858,16,13,Yes,4,2,6,4,7,Travel_Rarely,3,23,20
Allison Hickman,52,Other,Sales,Sales Executive,17134,10,8,No,2,4,5,2,11,Non-Travel,5,19,18
Debra White,27,Other,HR,Developer,3672,23,1,No,3,2,2,5,28,Non-Travel,4,25,20
Ellen Morgan,50,Male,HR,Developer,12382,5,12,No,1,3,3,1,4,Non-Travel,2,45,49
Sergio Knight,22,Other,HR,Manager,4355,21,3,Yes,4,3,2,5,30,Non-Travel,3,17,12
Charles Schultz,47,Female,Sales,Manager,19013,0,0,Yes,1,3,0,5,9,Non-Travel,5,23,21
Paul Lewis,42,Female,R&D,Analyst,9505,15,5,Yes,4,4,7,3,20,Travel_Rarely,1,15,18
Glen Wood,28,Female,Sales,Developer,5015,4,12,Yes,2,4,9,5,30,Travel_Rarely,6,45,42
Paula Bradley,23,Other,Sales,Analyst,9053,7,4,No,1,2,7,1,12,Non-Travel,5,36,38
Anthony Moore,55,Male,R&D,Analyst,5876,18,7,Yes,3,1,2,3,19,Non-Travel,3,47,46
Megan Nelson,24,Male,R&D,Manager,12603,9,8,Yes,4,1,9,1,18,Non-Travel,3,47,48
Karla Ramos,53,Other,Sales,Developer,15999,6,10,Yes,2,4,4,2,18,Travel_Rarely,0,38,34
Paul Wilson,51,Female,R&D,Sales Executive,16382,25,11,No,2,2,4,2,14,Travel_Rarely,1,20,25
Douglas Gregory,29,Other,R&D,Analyst,15711,9,12,Yes,1,3,9,5,14,Non-Travel,4,26,29
Mr. Andrew Foster,40,Other,HR,Developer,9579,15,0,Yes,1,2,1,5,11,Travel_Rarely,6,33,30
Aimee Turner,47,Male,Sales,Developer,8650,12,4,Yes,3,1,3,5,11,Non-Travel,3,17,14
Chad Scott,57,Other,R&D,Sales Executive,12007,10,5,Yes,3,2,8,3,9,Travel_Rarely,6,49,52
Adam Burgess,50,Other,Sales,Developer,5697,28,3,No,2,3,3,4,14,Non-Travel,4,36,37
James Padilla,40,Male,HR,Sales Executive,8563,14,14,Yes,1,3,3,3,12,Travel_Rarely,3,28,30
Sandra Drake,50,Male,R&D,Developer,8244,27,1,Yes,2,2,0,5,6,Travel_Frequently,3,26,25
Scott Williams,54,Other,R&D,Analyst,10785,3,5,Yes,3,1,0,2,28,Non-Travel,2,23,19
Thomas Atkins,36,Other,R&D,Manager,19209,17,2,Yes,4,3,8,1,11,Travel_Rarely,1,45,49
Laura Mckinney,32,Other,R&D,Sales Executive,7349,30,1,Yes,4,2,5,3,17,Travel_Rarely,5,17,12
Brian Smith,47,Female,Sales,Developer,19067,0,6,Yes,3,2,9,4,25,Travel_Rarely,6,29,33
Robert Montgomery,45,Female,HR,Manager,7388,2,1,Yes,3,1,3,5,3,Travel_Frequently,2,33,36
Tamara Davis,40,Male,Sales,Developer,8712,18,9,Yes,1,4,2,2,23,Non-Travel,6,44,42
Dana Chapman,33,Other,HR,Manager,15673,3,1,No,4,2,6,1,8,Non-Travel,6,33,29
Jennifer Collins,44,Male,R&D,Analyst,15283,14,13,No,4,1,2,4,24,Non-Travel,5,43,40
Gary Jackson,37,Male,R&D,Analyst,4812,29,3,Yes,1,4,6,2,19,Travel_Frequently,6,17,13
Ashley Hicks,39,Female,R&D,Sales Executive,5012,8,7,No,3,3,8,4,20,Non-Travel,4,48,49
Hannah Luna,51,Female,Sales,Sales Executive,3174,14,7,No,3,4,8,5,19,Travel_Frequently,0,41,46
Robin Young,44,Male,R&D,Manager,15085,8,9,Yes,4,1,5,4,22,Travel_Rarely,1,19,16
Craig Morrison,40,Male,R&D,Manager,3166,0,3,Yes,1,3,4,1,12,Travel_Frequently,0,16,12
Mary Thompson,40,Male,HR,Analyst,17192,28,14,Yes,4,2,5,5,4,Travel_Rarely,6,22,26
Kathleen Webster,43,Female,Sales,Developer,15704,1,12,No,3,2,9,1,3,Non-Travel,1,26,30
Joann Glass,39,Male,R&D,Developer,13365,6,3,Yes,4,3,8,3,10,Travel_Rarely,5,21,22
Madison Weber,38,Female,HR,Developer,5212,5,8,Yes,1,2,9,5,9,Non-Travel,2,31,27
Lori Hernandez,37,Male,Sales,Developer,10522,19,1,Yes,2,4,2,5,28,Travel_Frequently,6,16,14
Jeremy Turner,53,Male,HR,Analyst,3673,5,12,Yes,4,4,1,1,13,Travel_Rarely,4,17,14
Anthony Romero,41,Other,Sales,Developer,9609,0,3,No,2,2,4,5,5,Non-Travel,0,41,46
Jesse Brown,59,Male,HR,Manager,8765,8,14,No,2,1,6,5,27,Travel_Rarely,4,24,23
Angela Lin,46,Female,HR,Developer,10378,12,11,No,1,2,2,3,30,Travel_Rarely,1,19,14
Lisa Hunter,55,Other,Sales,Manager,7143,18,5,No,2,2,5,3,15,Travel_Frequently,4,41,43
Julian Conner,33,Female,Sales,Sales Executive,6726,8,3,No,1,3,6,3,21,Travel_Rarely,0,17,12
Joanna Pacheco,22,Male,HR,Developer,16944,3,12,No,2,1,4,4,25,Travel_Rarely,0,38,39
Erica Alvarez,42,Other,Sales,Developer,18691,28,11,Yes,2,1,1,4,4,Non-Travel,5,31,27
Antonio Garcia,27,Other,R&D,Manager,14739,29,0,No,2,3,6,3,22,Non-Travel,4,30,32
Gwendolyn Klein,36,Other,HR,Analyst,7039,11,6,Yes,2,1,5,5,24,Non-Travel,2,35,36
Carrie Wright,48,Female,R&D,Sales Executive,18277,21,13,No,3,1,5,3,7,Non-Travel,0,35,31
Jeffrey Mills,27,Male,Sales,Analyst,6119,1,0,Yes,3,1,9,5,4,Travel_Rarely,6,46,45
Jake Campbell,39,Male,HR,Manager,19080,23,4,No,2,4,4,4,2,Non-Travel,3,17,13
George Harper,23,Other,R&D,Sales Executive,9854,23,1,No,2,4,8,4,12,Travel_Frequently,5,24,20
Maria Jones,38,Female,Sales,Developer,16460,17,10,Yes,4,2,6,3,10,Travel_Frequently,2,25,29
Michael Mitchell,22,Male,Sales,Developer,17540,30,9,Yes,3,3,4,3,1,Travel_Frequently,6,30,31
Mary Escobar,22,Other,R&D,Manager,12210,26,14,Yes,3,2,9,3,12,Non-Travel,5,34,33
Felicia Aguilar,55,Female,Sales,Developer,13689,4,4,Yes,2,3,7,4,16,Non-Travel,4,26,28
Gregory Ponce,35,Male,Sales,Analyst,11613,18,11,Yes,3,1,7,2,2,Travel_Frequently,2,30,31
Jenna Larson,41,Female,HR,Developer,15328,7,1,No,1,3,1,1,12,Travel_Frequently,1,47,51
Emily Bennett,43,Female,Sales,Analyst,9359,7,8,Yes,1,3,1,2,26,Travel_Rarely,3,21,26
Robin Santiago,31,Male,Sales,Analyst,8652,4,12,No,3,2,3,1,5,Travel_Rarely,3,18,23
Nancy Jennings,47,Other,HR,Manager,18280,0,0,No,3,2,2,1,12,Travel_Rarely,3,15,18
Maria Henderson,48,Female,Sales,Sales Executive,9267,2,6,Yes,1,1,5,1,16,Travel_Rarely,0,28,26
Jack White,22,Other,HR,Sales Executive,9415,22,2,Yes,1,3,0,1,3,Travel_Rarely,0,30,30
Travis Tucker,26,Other,R&D,Sales Executive,12620,3,3,Yes,3,2,1,4,23,Travel_Rarely,6,31,26
Chad Jones,54,Other,Sales,Sales Executive,12269,27,6,Yes,2,2,7,1,26,Travel_Rarely,6,46,50
Ashley Wise,22,Female,HR,Manager,7988,27,6,Yes,2,2,5,3,19,Travel_Rarely,0,28,32
Sophia Johnson,39,Male,Sales,Developer,13829,3,8,Yes,1,2,1,2,7,Non-Travel,6,39,40
Ralph Anderson,38,Female,Sales,Sales Executive,11055,22,9,Yes,2,1,4,4,2,Travel_Frequently,2,42,41
Christopher Guerra,31,Other,HR,Developer,11552,11,13,No,3,1,7,2,8,Travel_Rarely,2,21,23
Rhonda Martin,44,Male,R&D,Developer,3190,23,12,No,2,3,7,4,30,Travel_Rarely,2,35,37
Jason Rhodes,46,Female,Sales,Analyst,14446,1,1,No,3,1,5,3,14,Travel_Frequently,5,20,18
Jeremy Mitchell,48,Female,R&D,Analyst,16905,19,13,Yes,3,3,1,5,27,Travel_Frequently,6,27,25
Joann Ferguson,24,Female,HR,Developer,18939,19,8,No,4,2,0,5,19,Non-Travel,4,16,12
Robert Harrison,37,Male,HR,Sales Executive,9278,22,7,No,2,3,2,1,25,Travel_Rarely,1,35,33
Holly Valentine,56,Female,HR,Manager,10854,1,0,Yes,1,2,5,2,5,Travel_Rarely,1,20,24
Mrs. Diane Reyes,53,Other,Sales,Sales Executive,14446,9,12,No,4,4,1,5,15,Travel_Rarely,3,22,18
Tracy Montoya,53,Female,R&D,Developer,18139,1,12,No,4,1,3,4,28,Non-Travel,5,34,29
Brenda Wright,41,Female,HR,Manager,12815,30,7,Yes,4,2,9,4,16,Non-Travel,0,40,36
Shelly Spencer,36,Male,HR,Sales Executive,17610,18,11,No,3,2,0,2,5,Travel_Frequently,0,38,41
Ryan Rosales,56,Male,Sales,Manager,7053,9,5,Yes,1,2,5,4,14,Travel_Rarely,0,26,30
Phillip Nelson,51,Other,R&D,Manager,15593,19,8,No,3,4,1,4,11,Non-Travel,6,15,12
Brittany Kim,50,Female,R&D,Analyst,7019,16,3,Yes,2,3,5,4,26,Non-Travel,3,26,28
Courtney Hayes,28,Male,Sales,Developer,4293,24,5,Yes,4,3,9,3,24,Travel_Rarely,5,24,19
Alexander Brown,46,Female,Sales,Developer,13764,18,0,No,1,3,6,3,5,Non-Travel,3,19,16
Cynthia Vang,22,Male,R&D,Analyst,13533,21,3,No,1,2,0,5,26,Travel_Frequently,3,20,21
Alfred Galvan,23,Female,Sales,Sales Executive,16006,21,14,Yes,3,3,4,3,27,Non-Travel,5,48,51
Marie Moody,41,Other,R&D,Developer,4971,23,13,Yes,1,3,5,3,16,Travel_Frequently,5,39,39
Dustin Gallegos,26,Female,R&D,Analyst,10369,14,3,Yes,4,2,4,5,22,Travel_Rarely,3,40,38
Brenda Thornton,40,Male,Sales,Analyst,14765,24,13,Yes,1,1,6,4,26,Travel_Frequently,2,33,32
Aaron Miller,32,Other,R&D,Manager,5669,29,4,No,4,3,3,5,27,Travel_Rarely,5,29,26
Ruben Dunn,29,Male,Sales,Analyst,16487,0,9,No,4,2,3,2,3,Travel_Rarely,1,36,34
Kelsey Rodriguez,35,Other,HR,Developer,12602,10,4,Yes,2,1,3,3,18,Travel_Frequently,1,41,41
Eric Williams,31,Male,Sales,Sales Executive,12452,17,14,No,3,2,9,2,8,Non-Travel,4,49,52
Riley Bryant,56,Male,HR,Analyst,4184,20,10,Yes,1,4,8,1,20,Travel_Rarely,2,31,30
Taylor Carlson,22,Male,R&D,Analyst,13044,1,7,Yes,3,1,2,3,30,Travel_Frequently,2,23,20
Jose Allen,27,Other,R&D,Sales Executive,19479,21,8,No,2,4,1,3,11,Travel_Frequently,2,32,34
Jeffrey Mendez,53,Female,R&D,Analyst,17950,8,2,No,2,2,4,4,16,Non-Travel,3,47,46
Jason Beck,23,Other,HR,Manager,10025,12,8,Yes,2,4,9,2,8,Travel_Rarely,6,41,39
William Jones,50,Female,R&D,Manager,6068,22,10,Yes,2,4,0,3,3,Travel_Rarely,5,16,13
Katie Mcneil,50,Other,Sales,Analyst,9465,16,11,No,2,3,4,3,16,Travel_Frequently,3,32,36
Jeanette Harrison,52,Male,HR,Developer,19084,12,8,Yes,2,2,8,4,27,Non-Travel,5,40,38
Veronica King,43,Other,R&D,Analyst,9873,6,8,No,3,2,0,4,3,Travel_Rarely,6,41,41
Richard Cooper,55,Other,R&D,Developer,14733,18,6,Yes,3,1,7,2,9,Travel_Frequently,0,32,35
Lori Ingram,53,Other,R&D,Analyst,19513,8,4,Yes,3,1,1,2,25,Travel_Rarely,5,15,19
Evelyn Williams,35,Other,R&D,Analyst,12020,21,12,Yes,1,4,2,1,1,Non-Travel,2,29,32
Robin Thompson,40,Other,Sales,Sales Executive,13172,3,8,No,1,4,2,2,26,Travel_Frequently,6,22,20
Julie Dominguez,53,Female,HR,Analyst,11612,10,5,Yes,2,4,1,2,10,Travel_Rarely,1,33,31
Robin Brown,58,Other,HR,Developer,13271,6,14,No,4,1,5,1,26,Travel_Rarely,0,18,18
Judith Carter,36,Male,Sales,Analyst,6211,20,6,Yes,1,2,4,3,17,Non-Travel,2,44,44
Curtis Williams,52,Male,R&D,Sales Executive,18133,10,12,Yes,3,4,6,2,22,Travel_Frequently,6,23,27
Kaylee Hays,55,Female,Sales,Analyst,4628,12,2,No,2,2,8,2,11,Travel_Rarely,0,15,13
Dawn Mullins,55,Female,HR,Sales Executive,19779,10,5,No,3,2,5,4,15,Travel_Rarely,0,29,28
Howard Norman,42,Female,R&D,Developer,6835,24,7,No,4,4,0,2,23,Travel_Rarely,6,15,10
Evelyn Martinez,42,Female,Sales,Sales Executive,13652,19,2,Yes,3,2,0,2,15,Travel_Frequently,5,42,46
Steve Paul,39,Male,HR,Sales Executive,9512,1,12,No,2,1,5,3,2,Travel_Frequently,3,16,18
Jasmine Beltran,34,Female,R&D,Analyst,6948,4,2,Yes,3,3,7,2,4,Travel_Frequently,0,20,24
Jonathan Glass MD,48,Female,Sales,Analyst,9862,18,0,Yes,3,4,9,2,27,Travel_Frequently,3,22,26
Monica Miller,52,Male,Sales,Sales Executive,7005,28,3,Yes,1,4,2,3,29,Travel_Rarely,0,30,34
